Testis,Breast - Mammary Tissue
Testis,Adipose - Visceral (Omentum)
Brain - Frontal Cortex (BA9),Whole Blood
Esophagus - Muscularis,Muscle - Skeletal
Brain - Hypothalamus,Brain - Anterior cingulate cortex (BA24)
Nerve - Tibial,Adipose - Visceral (Omentum)
Thyroid,Kidney - Cortex
Cells - Transformed fibroblasts,Brain - Hypothalamus
Brain - Caudate (basal ganglia),Brain - Cerebellar Hemisphere
Adipose - Visceral (Omentum),Esophagus - Gastroesophageal Junction
Esophagus - Mucosa,Adrenal Gland
Brain - Cerebellum,Artery - Coronary
Esophagus - Gastroesophageal Junction,Lung
Liver,Lung
Stomach,Ovary
Heart - Left Ventricle,Liver
Heart - Atrial Appendage,Whole Blood
Skin - Not Sun Exposed (Suprapubic),Brain - Frontal Cortex (BA9)
Skin - Sun Exposed (Lower leg),Cells - Transformed fibroblasts
Colon - Sigmoid,Liver
Artery - Coronary,Cells - EBV-transformed lymphocytes
Nerve - Tibial,Testis
Skin - Not Sun Exposed (Suprapubic),Kidney - Cortex
Esophagus - Mucosa,Artery - Coronary
Cells - Transformed fibroblasts,Esophagus - Gastroesophageal Junction
Skin - Sun Exposed (Lower leg),Prostate
Thyroid,Adrenal Gland
Brain - Cortex,Whole Blood
Small Intestine - Terminal Ileum,Colon - Sigmoid
Esophagus - Muscularis,Lung
Artery - Coronary,Lung
Artery - Coronary,Breast - Mammary Tissue
Heart - Atrial Appendage,Pancreas
Vagina,Lung
Adipose - Subcutaneous,Adipose - Visceral (Omentum)
Pituitary,Nerve - Tibial
Pancreas,Ovary
Lung,Minor Salivary Gland
Heart - Left Ventricle,Adipose - Subcutaneous
Brain - Caudate (basal ganglia),Brain - Spinal cord (cervical c-1)
Esophagus - Mucosa,Breast - Mammary Tissue
Brain - Anterior cingulate cortex (BA24),Brain - Cerebellar Hemisphere
Esophagus - Gastroesophageal Junction,Muscle - Skeletal
Testis,Cells - Transformed fibroblasts
Esophagus - Gastroesophageal Junction,Adipose - Visceral (Omentum)
Brain - Hypothalamus,Colon - Sigmoid
Esophagus - Mucosa,Brain - Nucleus accumbens (basal ganglia)
Brain - Hippocampus,Minor Salivary Gland
Thyroid,Brain - Hippocampus
Muscle - Skeletal,Skin - Not Sun Exposed (Suprapubic)
Whole Blood,Pancreas
Pituitary,Brain - Hippocampus
Minor Salivary Gland,Cells - Transformed fibroblasts
Brain - Hypothalamus,Adipose - Subcutaneous
Artery - Coronary,Skin - Sun Exposed (Lower leg)
Testis,Brain - Cerebellar Hemisphere
Prostate,Esophagus - Mucosa
Brain - Caudate (basal ganglia),Esophagus - Mucosa
Brain - Anterior cingulate cortex (BA24),Cells - Transformed fibroblasts
Esophagus - Gastroesophageal Junction,Adrenal Gland
Liver,Breast - Mammary Tissue
Brain - Spinal cord (cervical c-1),Whole Blood
Esophagus - Gastroesophageal Junction,Small Intestine - Terminal Ileum
Esophagus - Mucosa,Small Intestine - Terminal Ileum
Lung,Colon - Transverse
Colon - Sigmoid,Small Intestine - Terminal Ileum
Ovary,Colon - Transverse
Testis,Nerve - Tibial
Breast - Mammary Tissue,Cells - Transformed fibroblasts
Adipose - Visceral (Omentum),Artery - Coronary
Adipose - Subcutaneous,Lung
Ovary,Brain - Cerebellum
Esophagus - Gastroesophageal Junction,Minor Salivary Gland
Liver,Adipose - Visceral (Omentum)
Thyroid,Ovary
Adrenal Gland,Esophagus - Muscularis
Brain - Cerebellar Hemisphere,Adipose - Visceral (Omentum)
Small Intestine - Terminal Ileum,Minor Salivary Gland
Heart - Atrial Appendage,Brain - Anterior cingulate cortex (BA24)
Thyroid,Adipose - Visceral (Omentum)
Minor Salivary Gland,Nerve - Tibial
Brain - Amygdala,Cells - Transformed fibroblasts
Brain - Cerebellar Hemisphere,Brain - Hippocampus
Artery - Coronary,Brain - Nucleus accumbens (basal ganglia)
Esophagus - Mucosa,Brain - Putamen (basal ganglia)
Vagina,Esophagus - Gastroesophageal Junction
Brain - Hypothalamus,Brain - Caudate (basal ganglia)
Small Intestine - Terminal Ileum,Stomach
Esophagus - Gastroesophageal Junction,Cells - Transformed fibroblasts
Heart - Left Ventricle,Testis
Brain - Anterior cingulate cortex (BA24),Esophagus - Mucosa
Spleen,Esophagus - Muscularis
Esophagus - Gastroesophageal Junction,Esophagus - Muscularis
Pancreas,Colon - Transverse
Muscle - Skeletal,Testis
Adrenal Gland,Uterus
Lung,Colon - Sigmoid
Brain - Anterior cingulate cortex (BA24),Adipose - Visceral (Omentum)
Artery - Tibial,Small Intestine - Terminal Ileum
Brain - Putamen (basal ganglia),Breast - Mammary Tissue
Muscle - Skeletal,Brain - Cerebellar Hemisphere
Skin - Not Sun Exposed (Suprapubic),Brain - Nucleus accumbens (basal ganglia)
Testis,Adrenal Gland
Brain - Hypothalamus,Brain - Frontal Cortex (BA9)
Artery - Tibial,Brain - Anterior cingulate cortex (BA24)
Nerve - Tibial,Liver
Esophagus - Gastroesophageal Junction,Nerve - Tibial
Vagina,Cells - Transformed fibroblasts
Brain - Spinal cord (cervical c-1),Brain - Caudate (basal ganglia)
Esophagus - Muscularis,Brain - Putamen (basal ganglia)
Brain - Hippocampus,Colon - Sigmoid
Artery - Aorta,Whole Blood
Pancreas,Cells - Transformed fibroblasts
Artery - Coronary,Artery - Tibial
Artery - Coronary,Brain - Cortex
Brain - Cerebellar Hemisphere,Brain - Anterior cingulate cortex (BA24)
Brain - Frontal Cortex (BA9),Artery - Coronary
Breast - Mammary Tissue,Brain - Cerebellar Hemisphere
Brain - Anterior cingulate cortex (BA24),Esophagus - Muscularis
Brain - Putamen (basal ganglia),Artery - Coronary
Liver,Adipose - Subcutaneous
Heart - Atrial Appendage,Skin - Sun Exposed (Lower leg)
Brain - Cerebellar Hemisphere,Heart - Left Ventricle
Vagina,Heart - Left Ventricle
Lung,Liver
Skin - Not Sun Exposed (Suprapubic),Uterus
Esophagus - Mucosa,Muscle - Skeletal
Breast - Mammary Tissue,Minor Salivary Gland
Vagina,Nerve - Tibial
Small Intestine - Terminal Ileum,Adipose - Subcutaneous
Brain - Spinal cord (cervical c-1),Artery - Aorta
Pituitary,Artery - Aorta
Small Intestine - Terminal Ileum,Pancreas
Stomach,Brain - Frontal Cortex (BA9)
Ovary,Pancreas
Ovary,Breast - Mammary Tissue
Artery - Coronary,Brain - Hippocampus
Skin - Sun Exposed (Lower leg),Brain - Anterior cingulate cortex (BA24)
Esophagus - Muscularis,Esophagus - Mucosa
Adipose - Subcutaneous,Brain - Cortex
Testis,Esophagus - Muscularis
Brain - Spinal cord (cervical c-1),Skin - Sun Exposed (Lower leg)
Brain - Cerebellum,Nerve - Tibial
Adipose - Visceral (Omentum),Ovary
Artery - Aorta,Brain - Spinal cord (cervical c-1)
Brain - Frontal Cortex (BA9),Liver
Vagina,Colon - Sigmoid
Pancreas,Artery - Tibial
Prostate,Artery - Tibial
Spleen,Colon - Transverse
Brain - Anterior cingulate cortex (BA24),Adipose - Subcutaneous
Brain - Hypothalamus,Pituitary
Brain - Cerebellum,Prostate
Small Intestine - Terminal Ileum,Artery - Aorta
Whole Blood,Minor Salivary Gland
Skin - Sun Exposed (Lower leg),Kidney - Cortex
Brain - Cortex,Brain - Caudate (basal ganglia)
Whole Blood,Artery - Tibial
Adipose - Subcutaneous,Brain - Anterior cingulate cortex (BA24)
Colon - Transverse,Cells - Transformed fibroblasts
Brain - Cerebellum,Skin - Not Sun Exposed (Suprapubic)
Skin - Sun Exposed (Lower leg),Brain - Nucleus accumbens (basal ganglia)
Artery - Aorta,Small Intestine - Terminal Ileum
Brain - Putamen (basal ganglia),Heart - Atrial Appendage
Vagina,Adrenal Gland
Esophagus - Gastroesophageal Junction,Brain - Amygdala
Skin - Sun Exposed (Lower leg),Brain - Cerebellar Hemisphere
Heart - Left Ventricle,Vagina
Breast - Mammary Tissue,Esophagus - Gastroesophageal Junction
Adrenal Gland,Artery - Coronary
Brain - Spinal cord (cervical c-1),Pituitary
Stomach,Prostate
Muscle - Skeletal,Vagina
Esophagus - Mucosa,Artery - Aorta
Nerve - Tibial,Minor Salivary Gland
Adipose - Subcutaneous,Cells - EBV-transformed lymphocytes
Whole Blood,Esophagus - Gastroesophageal Junction
Artery - Tibial,Whole Blood
Artery - Aorta,Breast - Mammary Tissue
Spleen,Nerve - Tibial
Nerve - Tibial,Artery - Tibial
Brain - Cerebellar Hemisphere,Brain - Hypothalamus
Cells - Transformed fibroblasts,Colon - Sigmoid
Pancreas,Artery - Aorta
Adrenal Gland,Colon - Sigmoid
Skin - Not Sun Exposed (Suprapubic),Esophagus - Gastroesophageal Junction
Lung,Brain - Caudate (basal ganglia)
Brain - Cerebellum,Pituitary
Artery - Tibial,Brain - Putamen (basal ganglia)
Breast - Mammary Tissue,Muscle - Skeletal
Vagina,Brain - Cerebellum
Artery - Aorta,Ovary
Brain - Putamen (basal ganglia),Artery - Tibial
Colon - Sigmoid,Heart - Atrial Appendage
Muscle - Skeletal,Colon - Sigmoid
Spleen,Prostate
Heart - Left Ventricle,Uterus
Cells - Transformed fibroblasts,Muscle - Skeletal
Breast - Mammary Tissue,Artery - Aorta
Adipose - Subcutaneous,Testis
Pituitary,Brain - Cortex
Skin - Sun Exposed (Lower leg),Esophagus - Gastroesophageal Junction
Heart - Left Ventricle,Lung
Muscle - Skeletal,Adipose - Subcutaneous
Brain - Putamen (basal ganglia),Brain - Amygdala
Thyroid,Esophagus - Gastroesophageal Junction
Brain - Cerebellum,Heart - Atrial Appendage
Vagina,Brain - Nucleus accumbens (basal ganglia)
Esophagus - Mucosa,Brain - Substantia nigra
Thyroid,Nerve - Tibial
Whole Blood,Brain - Hippocampus
Adipose - Subcutaneous,Artery - Coronary
Stomach,Adipose - Subcutaneous
Brain - Nucleus accumbens (basal ganglia),Heart - Left Ventricle
Ovary,Muscle - Skeletal
Esophagus - Gastroesophageal Junction,Whole Blood
Adrenal Gland,Pancreas
Lung,Muscle - Skeletal
Brain - Hypothalamus,Colon - Transverse
Testis,Muscle - Skeletal
Esophagus - Mucosa,Cells - Transformed fibroblasts
Nerve - Tibial,Cells - EBV-transformed lymphocytes
Brain - Cortex,Minor Salivary Gland
Skin - Not Sun Exposed (Suprapubic),Brain - Cerebellum
Esophagus - Muscularis,Brain - Frontal Cortex (BA9)
Brain - Cortex,Pituitary
Testis,Brain - Cortex
Skin - Sun Exposed (Lower leg),Adipose - Visceral (Omentum)
Cells - Transformed fibroblasts,Lung
Brain - Putamen (basal ganglia),Adipose - Subcutaneous
Adipose - Visceral (Omentum),Cells - Transformed fibroblasts
Muscle - Skeletal,Brain - Caudate (basal ganglia)
Pancreas,Uterus
Prostate,Esophagus - Muscularis
Brain - Cortex,Esophagus - Gastroesophageal Junction
Heart - Atrial Appendage,Artery - Aorta
Esophagus - Mucosa,Esophagus - Gastroesophageal Junction
Brain - Cerebellar Hemisphere,Muscle - Skeletal
Spleen,Artery - Aorta
Whole Blood,Liver
Esophagus - Mucosa,Nerve - Tibial
Muscle - Skeletal,Colon - Transverse
Cells - Transformed fibroblasts,Brain - Nucleus accumbens (basal ganglia)
Brain - Caudate (basal ganglia),Heart - Atrial Appendage
Adipose - Subcutaneous,Kidney - Cortex
Spleen,Muscle - Skeletal
Adipose - Visceral (Omentum),Minor Salivary Gland
Adrenal Gland,Vagina
Brain - Cerebellum,Heart - Left Ventricle
Brain - Cerebellum,Brain - Cortex
Adipose - Visceral (Omentum),Artery - Tibial
Spleen,Colon - Sigmoid
Esophagus - Mucosa,Spleen
Adipose - Visceral (Omentum),Small Intestine - Terminal Ileum
Adipose - Subcutaneous,Brain - Frontal Cortex (BA9)
Muscle - Skeletal,Brain - Substantia nigra
Brain - Cerebellum,Brain - Caudate (basal ganglia)
Artery - Coronary,Uterus
Brain - Nucleus accumbens (basal ganglia),Muscle - Skeletal
Colon - Transverse,Spleen
Testis,Brain - Putamen (basal ganglia)
Skin - Sun Exposed (Lower leg),Adrenal Gland
Muscle - Skeletal,Brain - Frontal Cortex (BA9)
Brain - Spinal cord (cervical c-1),Esophagus - Mucosa
Brain - Caudate (basal ganglia),Whole Blood
Artery - Tibial,Uterus
Heart - Left Ventricle,Brain - Putamen (basal ganglia)
Whole Blood,Brain - Anterior cingulate cortex (BA24)
Testis,Brain - Spinal cord (cervical c-1)
Adipose - Subcutaneous,Esophagus - Mucosa
Esophagus - Mucosa,Colon - Transverse
Esophagus - Muscularis,Ovary
Heart - Atrial Appendage,Esophagus - Gastroesophageal Junction
Spleen,Vagina
Esophagus - Gastroesophageal Junction,Brain - Cortex
Colon - Transverse,Esophagus - Gastroesophageal Junction
Esophagus - Gastroesophageal Junction,Breast - Mammary Tissue
Skin - Not Sun Exposed (Suprapubic),Cells - Transformed fibroblasts
Brain - Frontal Cortex (BA9),Adipose - Visceral (Omentum)
Skin - Not Sun Exposed (Suprapubic),Pituitary
Lung,Brain - Hypothalamus
Brain - Frontal Cortex (BA9),Muscle - Skeletal
Skin - Sun Exposed (Lower leg),Liver
Brain - Putamen (basal ganglia),Brain - Cortex
Whole Blood,Pituitary
Stomach,Nerve - Tibial
Esophagus - Muscularis,Colon - Transverse
Colon - Transverse,Muscle - Skeletal
Stomach,Colon - Transverse
Skin - Not Sun Exposed (Suprapubic),Stomach
Brain - Hypothalamus,Whole Blood
Ovary,Adrenal Gland
Heart - Atrial Appendage,Muscle - Skeletal
Kidney - Cortex,Artery - Tibial
Thyroid,Colon - Transverse
Brain - Hippocampus,Muscle - Skeletal
Vagina,Muscle - Skeletal
Uterus,Brain - Nucleus accumbens (basal ganglia)
Brain - Hypothalamus,Muscle - Skeletal
Brain - Spinal cord (cervical c-1),Heart - Left Ventricle
Testis,Esophagus - Mucosa
Prostate,Pituitary
Esophagus - Mucosa,Brain - Hippocampus
Spleen,Heart - Left Ventricle
Breast - Mammary Tissue,Colon - Transverse
Heart - Left Ventricle,Adrenal Gland
Muscle - Skeletal,Nerve - Tibial
Vagina,Artery - Aorta
Uterus,Ovary
Muscle - Skeletal,Heart - Left Ventricle
Small Intestine - Terminal Ileum,Artery - Tibial
Heart - Atrial Appendage,Brain - Frontal Cortex (BA9)
Adipose - Subcutaneous,Brain - Putamen (basal ganglia)
Cells - Transformed fibroblasts,Esophagus - Muscularis
Artery - Aorta,Heart - Atrial Appendage
Lung,Brain - Substantia nigra
Uterus,Adipose - Visceral (Omentum)
Cells - Transformed fibroblasts,Cells - EBV-transformed lymphocytes
Brain - Cortex,Adipose - Visceral (Omentum)
Heart - Left Ventricle,Colon - Transverse
Artery - Coronary,Adrenal Gland
Testis,Brain - Frontal Cortex (BA9)
Skin - Sun Exposed (Lower leg),Brain - Cerebellum
Artery - Tibial,Prostate
Artery - Aorta,Artery - Tibial
Skin - Not Sun Exposed (Suprapubic),Spleen
Muscle - Skeletal,Brain - Putamen (basal ganglia)
Thyroid,Breast - Mammary Tissue
Artery - Tibial,Cells - EBV-transformed lymphocytes
Brain - Spinal cord (cervical c-1),Brain - Substantia nigra
Thyroid,Artery - Coronary
Skin - Not Sun Exposed (Suprapubic),Minor Salivary Gland
Minor Salivary Gland,Muscle - Skeletal
Whole Blood,Colon - Sigmoid
Lung,Esophagus - Muscularis
Brain - Cerebellar Hemisphere,Esophagus - Gastroesophageal Junction
Ovary,Esophagus - Muscularis
Whole Blood,Cells - EBV-transformed lymphocytes
Adrenal Gland,Prostate
Small Intestine - Terminal Ileum,Esophagus - Gastroesophageal Junction
Brain - Spinal cord (cervical c-1),Artery - Tibial
Esophagus - Mucosa,Adipose - Subcutaneous
Esophagus - Gastroesophageal Junction,Adipose - Subcutaneous
Pituitary,Brain - Hypothalamus
Prostate,Small Intestine - Terminal Ileum
Artery - Aorta,Esophagus - Mucosa
Breast - Mammary Tissue,Cells - EBV-transformed lymphocytes
Adrenal Gland,Lung
Adipose - Subcutaneous,Brain - Cerebellum
Brain - Nucleus accumbens (basal ganglia),Nerve - Tibial
Esophagus - Gastroesophageal Junction,Brain - Nucleus accumbens (basal ganglia)
Brain - Spinal cord (cervical c-1),Brain - Amygdala
Breast - Mammary Tissue,Liver
Heart - Atrial Appendage,Colon - Transverse
Esophagus - Mucosa,Ovary
Brain - Nucleus accumbens (basal ganglia),Brain - Cerebellar Hemisphere
Brain - Frontal Cortex (BA9),Brain - Cerebellar Hemisphere
Muscle - Skeletal,Brain - Cerebellum
Lung,Nerve - Tibial
Brain - Spinal cord (cervical c-1),Adipose - Visceral (Omentum)
Adipose - Subcutaneous,Artery - Tibial
Adipose - Visceral (Omentum),Colon - Transverse
Small Intestine - Terminal Ileum,Spleen
Thyroid,Brain - Putamen (basal ganglia)
Brain - Hypothalamus,Prostate
Esophagus - Mucosa,Pancreas
Adipose - Subcutaneous,Minor Salivary Gland
Skin - Sun Exposed (Lower leg),Colon - Transverse
Heart - Atrial Appendage,Brain - Hypothalamus
Skin - Not Sun Exposed (Suprapubic),Brain - Caudate (basal ganglia)
Artery - Coronary,Heart - Left Ventricle
Muscle - Skeletal,Artery - Aorta
Stomach,Liver
Muscle - Skeletal,Artery - Coronary
Whole Blood,Colon - Transverse
Whole Blood,Brain - Caudate (basal ganglia)
Skin - Not Sun Exposed (Suprapubic),Lung
Brain - Cerebellum,Liver
Artery - Tibial,Brain - Spinal cord (cervical c-1)
Brain - Cerebellum,Colon - Sigmoid
Heart - Left Ventricle,Artery - Coronary
Brain - Amygdala,Heart - Left Ventricle
Brain - Cerebellum,Cells - EBV-transformed lymphocytes
Testis,Brain - Hypothalamus
Brain - Amygdala,Brain - Cortex
Thyroid,Adipose - Subcutaneous
Breast - Mammary Tissue,Brain - Cerebellum
Minor Salivary Gland,Breast - Mammary Tissue
Cells - Transformed fibroblasts,Colon - Transverse
Muscle - Skeletal,Esophagus - Muscularis
Skin - Sun Exposed (Lower leg),Heart - Left Ventricle
Whole Blood,Heart - Left Ventricle
Prostate,Brain - Caudate (basal ganglia)
Whole Blood,Brain - Cortex
Muscle - Skeletal,Liver
Heart - Atrial Appendage,Colon - Sigmoid
Vagina,Stomach
Brain - Caudate (basal ganglia),Breast - Mammary Tissue
Brain - Cerebellar Hemisphere,Brain - Cerebellum
Heart - Atrial Appendage,Brain - Cerebellum
Brain - Cortex,Nerve - Tibial
Colon - Sigmoid,Pituitary
Testis,Brain - Cerebellum
Skin - Not Sun Exposed (Suprapubic),Adipose - Subcutaneous
Skin - Sun Exposed (Lower leg),Brain - Frontal Cortex (BA9)
Heart - Left Ventricle,Pancreas
Skin - Sun Exposed (Lower leg),Cells - EBV-transformed lymphocytes
Brain - Spinal cord (cervical c-1),Nerve - Tibial
Brain - Hippocampus,Artery - Tibial
Esophagus - Muscularis,Cells - Transformed fibroblasts
Artery - Coronary,Cells - Transformed fibroblasts
Liver,Minor Salivary Gland
Heart - Atrial Appendage,Brain - Spinal cord (cervical c-1)
Lung,Artery - Aorta
Artery - Coronary,Colon - Sigmoid
Brain - Hypothalamus,Brain - Spinal cord (cervical c-1)
Colon - Sigmoid,Breast - Mammary Tissue
Brain - Cerebellum,Colon - Transverse
Small Intestine - Terminal Ileum,Lung
Vagina,Colon - Transverse
Nerve - Tibial,Esophagus - Gastroesophageal Junction
Heart - Left Ventricle,Artery - Tibial
Breast - Mammary Tissue,Brain - Hypothalamus
Stomach,Vagina
Muscle - Skeletal,Adrenal Gland
Stomach,Brain - Cortex
Spleen,Cells - EBV-transformed lymphocytes
Brain - Spinal cord (cervical c-1),Brain - Cerebellar Hemisphere
Heart - Left Ventricle,Artery - Aorta
Brain - Cerebellar Hemisphere,Breast - Mammary Tissue
Small Intestine - Terminal Ileum,Cells - EBV-transformed lymphocytes
Brain - Hypothalamus,Brain - Nucleus accumbens (basal ganglia)
Testis,Whole Blood
Pituitary,Esophagus - Mucosa
Brain - Nucleus accumbens (basal ganglia),Brain - Amygdala
Skin - Sun Exposed (Lower leg),Brain - Spinal cord (cervical c-1)
Esophagus - Gastroesophageal Junction,Colon - Sigmoid
Heart - Atrial Appendage,Nerve - Tibial
Artery - Coronary,Pituitary
Brain - Frontal Cortex (BA9),Cells - Transformed fibroblasts
Adipose - Visceral (Omentum),Pancreas
Heart - Left Ventricle,Esophagus - Gastroesophageal Junction
Artery - Tibial,Heart - Left Ventricle
Brain - Frontal Cortex (BA9),Heart - Atrial Appendage
Esophagus - Mucosa,Brain - Cortex
Adrenal Gland,Cells - EBV-transformed lymphocytes
Brain - Caudate (basal ganglia),Brain - Substantia nigra
Brain - Putamen (basal ganglia),Uterus
Breast - Mammary Tissue,Brain - Frontal Cortex (BA9)
Cells - Transformed fibroblasts,Brain - Caudate (basal ganglia)
Colon - Transverse,Colon - Sigmoid
Brain - Amygdala,Lung
Brain - Cerebellum,Brain - Hypothalamus
Cells - Transformed fibroblasts,Pancreas
Uterus,Artery - Coronary
Artery - Tibial,Vagina
Whole Blood,Lung
Brain - Frontal Cortex (BA9),Breast - Mammary Tissue
Brain - Cerebellar Hemisphere,Brain - Frontal Cortex (BA9)
Brain - Cortex,Liver
Stomach,Lung
Uterus,Nerve - Tibial
Skin - Sun Exposed (Lower leg),Brain - Hypothalamus
Lung,Brain - Putamen (basal ganglia)
Colon - Transverse,Nerve - Tibial
Spleen,Heart - Atrial Appendage
Brain - Cortex,Brain - Frontal Cortex (BA9)
Artery - Coronary,Minor Salivary Gland
Esophagus - Muscularis,Adrenal Gland
Stomach,Whole Blood
Testis,Colon - Sigmoid
Artery - Tibial,Artery - Coronary
Brain - Cerebellar Hemisphere,Esophagus - Mucosa
Brain - Frontal Cortex (BA9),Adipose - Subcutaneous
Esophagus - Gastroesophageal Junction,Heart - Left Ventricle
Cells - Transformed fibroblasts,Artery - Aorta
Heart - Atrial Appendage,Stomach
Cells - Transformed fibroblasts,Artery - Tibial
Esophagus - Muscularis,Brain - Cerebellar Hemisphere
Artery - Aorta,Cells - Transformed fibroblasts
Brain - Cerebellum,Skin - Sun Exposed (Lower leg)
Artery - Tibial,Adipose - Visceral (Omentum)
Brain - Hypothalamus,Brain - Cortex
Vagina,Pancreas
Cells - Transformed fibroblasts,Brain - Amygdala
Whole Blood,Adipose - Visceral (Omentum)
Breast - Mammary Tissue,Colon - Sigmoid
Brain - Cortex,Adrenal Gland
Brain - Hippocampus,Brain - Spinal cord (cervical c-1)
Minor Salivary Gland,Colon - Transverse
Skin - Not Sun Exposed (Suprapubic),Esophagus - Muscularis
Artery - Aorta,Spleen
Esophagus - Muscularis,Prostate
Prostate,Adipose - Visceral (Omentum)
Liver,Cells - EBV-transformed lymphocytes
Brain - Cerebellar Hemisphere,Brain - Putamen (basal ganglia)
Small Intestine - Terminal Ileum,Adrenal Gland
